# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM    N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
6936         2   75662705   75710986      1       1  321       0.3889   -1.1102e-16       0.3889
80059        2   76747457   77522376      3       2  321       1.7515   -2.2204e-16       1.7515
1496         2   79512934   80648868      8       5  319       1.0307   -2.2204e-16       1.0307
1768         2   84459540   84819589      1       1  323      0.11509    -1.249e-16      0.11509
83439        2   85133460   85310388      1       1  323      0.21182   -1.3878e-16      0.21182
51652        2   86503430   86563497      1       1  322      -1.3343   -2.2204e-16      -1.3343
100526767    2   86503430   86721122      3       2  322       3.2586             0       3.2586
7844         2   86603393   86623877      1       1  321        4.106             0        4.106
925          2   86784605   86808396      1       1  323      -1.2848   -2.2204e-16      -1.2848
26504        2   96760902   96811891      1       1  321       3.3598             0       3.3598
54910        2   96859736   96870943      1       1  322      0.91962   -1.1102e-16      0.91962
51252        2   96875882   96986601      2       1  322     -0.52252   -1.1102e-16     -0.52252
57730        2   97492663   97590245      1       1  313     -0.50211   -1.1102e-16     -0.50211
7535         2   97713568   97744327      1       1  322     -0.69122   -1.1102e-16     -0.69122
200403       2   98087132   98330681      1       1  308      0.77654   -1.1102e-16      0.77654
343990       2   98793846   98936221      1       1  321     -0.10922    -1.249e-16     -0.10922
9669         2   99337371   99400265      1       1  323        1.445   -2.2204e-16        1.445
3899         2   99545864  100142583      2       1  321      -1.7094   -2.2204e-16      -1.7094
4862         2  100820151  100996827      2       1  318        1.177   -2.2204e-16        1.177
6160         2  101002229  101019693      2       1  322      -1.3549   -2.2204e-16      -1.3549
11138        2  101007228  101195326      3       2  322      -1.2767   -2.2204e-16      -1.2767
6549         2  102619689  102711350      2       1  323      0.37724   -1.1102e-16      0.37724
130827       2  102736908  102843838      1       1  323     -0.14437   -1.3878e-16     -0.14437
9392         2  105249404  105329714      1       1  323   -0.0029445   -1.3097e-16   -0.0029445
8440         2  105744942  105894274      2       1  322     -0.42825   -1.1102e-16     -0.42825
653489       2  106391360  106468345      1       1  309       1.2182   -2.2204e-16       1.2182
285190       2  107826932  107892544      1       1  319     -0.29888   -1.1102e-16     -0.29888
84220        2  109760607  109857691      2       1  322       1.3524   -2.2204e-16       1.3524
105373986    2  110041483  110055097      1       1  318     -0.04893   -1.3184e-16     -0.04893
55289        2  110732539  111120610      3       2  318       1.4571   -2.2204e-16       1.4571
284958       2  112720810  112742879      1       1  319      -1.3182   -2.2204e-16      -1.3182
80255        2  113712792  113756823      1       1  323       1.9419   -2.2204e-16       1.9419
57628        2  114442322  115845752      7       4  321       1.2488   -2.2204e-16       1.2488
200373       2  119544423  119660321      1       1  320      0.13265   -1.3878e-16      0.13265
57669        2  120013028  120179121      1       1  322       1.1441   -2.2204e-16       1.1441
129684       2  124025287  124921201      1       1  322      0.60371   -1.1102e-16      0.60371
55339        2  127704234  127811187      3       2  321      -1.4573   -2.2204e-16      -1.4573
5433         2  127846266  127858155      1       1  323       1.7073   -2.2204e-16       1.7073
55041        2  131104735  131149852      1       1  311        1.518   -2.2204e-16        1.518
344148       2  132671788  133674923      4       2  321       1.6498   -2.2204e-16       1.6498
4249         2  134119930  134454621      3       2  322      0.69339   -1.1102e-16      0.69339
81615        2  134455759  134736424      1       1  323      0.12677   -1.3878e-16      0.12677
130013       2  134838348  134902076      1       1  323      -1.1907   -2.2204e-16      -1.1907
22930        2  135052265  135175584      1       1  321      -1.7434   -2.2204e-16      -1.7434
23518        2  135531455  135725270      2       1  322       1.2619   -2.2204e-16       1.2619
1615         2  135905881  135985684      1       1  319     0.098088    -1.249e-16     0.098088
11249        2  138669157  138780241      1       1  322     -0.89738   -1.1102e-16     -0.89738
53353        2  140231427  142132474      4       2  319     -0.86316   -1.1102e-16     -0.86316
8942         2  142748928  143042316      2       1  320     -0.20694   -1.3878e-16     -0.20694
55843        2  143070968  143768352      2       1  323       1.0172   -2.2204e-16       1.0172
9839         2  144384375  144520393      1       1  320      -0.6261   -1.1102e-16      -0.6261
55777        2  148021011  148513477      1       1  322     -0.60723   -1.1102e-16     -0.60723
55183        2  151409883  151534202      2       1  322      -1.2401   -2.2204e-16      -1.2401
4703         2  151485339  151734487      2       1  322      -1.2401   -2.2204e-16      -1.2401
785          2  151832771  152099988      3       2  321       -1.442   -2.2204e-16       -1.442
10254        2  152116801  152175992      1       1  317     -0.47377   -1.1102e-16     -0.47377
114793       2  152335170  152649834      4       2  321        2.342             0        2.342
114805       2  153871898  154453977      4       2  321      0.53703   -1.1102e-16      0.53703
3760         2  154698581  154858352      1       1  323       1.6565   -2.2204e-16       1.6565
90           2  157736444  157875862      1       1  319       2.8025             0       2.8025
130940       2  158171356  158456824      2       1  322      0.94615   -1.1102e-16      0.94615
92196        2  158795317  158827457      1       1  322      -1.0062   -2.2204e-16      -1.0062
85461        2  158968634  159232663      1       1  323      -2.3055             0      -2.3055
29994        2  159315312  159712439      1       1  323       -1.289   -2.2204e-16       -1.289
22925        2  159932002  160062902      1       1  321       2.3867             0       2.3867
3694         2  160099666  160200313      2       1  318       2.1586             0       2.1586
5937         2  160272151  160493856      1       1  322       1.6867   -2.2204e-16       1.6867
90134        2  162371407  162838747      1       1  323     -0.79497   -1.1102e-16     -0.79497
2888         2  164492406  164621850      1       1  322      -2.3463             0      -2.3463
80034        2  165469647  165689407      2       1  323      0.70532   -1.1102e-16      0.70532
6335         2  166195185  166375987      1       1  322     -0.31304   -1.1102e-16     -0.31304
129446       2  166888487  167259753      2       1  319       2.2077             0       2.2077
8708         2  167293061  167870856      5       3  319       1.4264   -2.2204e-16       1.4264
253782       2  168456249  168775134      2       1  321      0.72835   -1.1102e-16      0.72835
57405        2  168865144  168890434      1       1  322      0.80034   -1.1102e-16      0.80034
8647         2  168922802  169034890      1       1  321       2.3981             0       2.3981
130507       2  169827470  170084131      2       1  323       2.4672             0       2.4672
140469       2  170178145  170655164      5       3  320       2.3077             0       2.3077
9874         2  170990823  171231314      1       1  319     -0.73936   -1.1102e-16     -0.73936
51776        2  173075837  173268009      1       1  319       1.9497   -2.2204e-16       1.9497
29789        2  174072447  174248637      1       1  322      -2.4642             0      -2.4642
7456         2  174559574  174682899      1       1  322    -0.085841    -1.249e-16    -0.085841
1123         2  174799314  175005379      2       1  322     -0.97215   -1.1102e-16     -0.97215
8540         2  177392743  177543836      1       1  322     -0.12666   -1.3878e-16     -0.12666
50940        2  177623249  178108339      2       1  321     0.079702    -1.249e-16     0.079702
7273         2  178525989  178830754      2       1  323      0.21321   -1.3878e-16      0.21321
285025       2  178829757  179050118      1       1  320      0.62031   -1.1102e-16      0.62031
151126       2  179441982  179862321      3       2  321      -0.4398   -1.1102e-16      -0.4398
10477        2  180980385  181063427      2       1  322      0.82829   -1.1102e-16      0.82829
3676         2  181456892  181537747      1       1  322       -0.815   -1.1102e-16       -0.815
151242       2  181954241  182131382      2       1  323       1.5867   -2.2204e-16       1.5867
5136         2  182140035  182522845      2       1  322     -0.27817   -1.1102e-16     -0.27817
91752        2  184598366  184939487      1       1  322     -0.41129   -1.1102e-16     -0.41129
401024       2  185738628  185833290      2       1  323      -1.5105   -2.2204e-16      -1.5105
3685         2  186590063  186680902      1       1  322       1.0398   -2.2204e-16       1.0398
6775         2  191029576  191246172      1       1  320        2.383             0        2.383
23671        2  191949046  192194940      1       1  322     -0.85922   -1.1102e-16     -0.85922
80055        2  196833004  196926995      1       1  318      0.41353   -1.1102e-16      0.41353
91526        2  196962617  197310797      1       1  321       1.4726   -2.2204e-16       1.4726
130132       2  197570800  197676045      1       1  318      -1.2077   -2.2204e-16      -1.2077
4709         2  201071739  201085750      1       1  321     -0.16891   -1.3878e-16     -0.16891
130540       2  201288271  201357398      1       1  320     -0.97192   -1.1102e-16     -0.97192
66008        2  201377207  201451596      1       1  323     -0.88161   -1.1102e-16     -0.88161
151254       2  201487421  201619183      1       1  323       1.7161   -2.2204e-16       1.7161
