GENE       CHR      START       STOP  NSNPS  NPARAM    N        ZSTAT            P
79582        2  213284379  214410501      3       2  322       0.9566      0.16939
57574        2  216257862  216372027      2       1  323       1.0331      0.15078
7145         2  217799789  217978827      1       1  323     -0.45087      0.67396
84812        2  218607765  218637186      1       1  322       2.9363    0.0016609
9654         2  218710835  218755416      1       1  318      -1.4056      0.92008
255101       2  219002846  219041551      1       1  323      0.26795      0.39437
8576         2  219245469  219250337      1       1  322       1.8277     0.033796
55515        2  219514170  219538772      1       1  321       2.2592     0.011936
2043         2  221418027  221574202      1       1  323     -0.21616      0.58557
130367       2  222424052  222561842      1       1  321       2.6943     0.003527
116255       2  222671738  222709930      1       1  321      0.99007      0.16107
2181         2  222860984  222943401      1       1  321       1.8399     0.032894
65080        2  223950890  223967714      1       1  322      -1.3739      0.91526
5270         2  223975048  224039319      1       1  322      -1.1771      0.88042
8452         2  224470150  224585397      1       1  323       1.0863      0.13868
55619        2  224765090  225042613      2       1  323       -2.061      0.98035
57624        2  225399710  225703653      1       1  321      0.25309       0.4001
1286         2  226967532  227164559      1       1  322     -0.72662      0.76627
1285         2  227164565  227314792      1       1  322     -0.57502      0.71736
56918        2  227610090  227633320      1       1  321      0.66636      0.25259
80704        2  227685210  227718029      1       1  322       1.5356     0.062317
80309        2  227979954  228181962      2       1  323       1.9243     0.027158
55022        2  229023973  229271341      1       1  323       1.9397      0.02621
92737        2  229357629  229714570      1       1  315      0.85984      0.19494
130888       2  229922491  230013109      1       1  319      0.32659      0.37199
5707         2  231056864  231172827      1       1  322       1.8558     0.031741
129563       2  231961583  232343968      1       1  322      0.22425      0.41128
26058        2  232697305  232860577      1       1  320       1.2641      0.10309
8527         2  233354507  233472098      1       1  313      0.36311      0.35826
54576        2  233617645  233773299      1       1  323      0.31511      0.37634
54575        2  233636477  233773305      1       1  323      0.31511      0.37634
116987       2  235494089  236131800      3       2  322       1.0503      0.14679
79781        2  236324147  236507552      1       1  322       3.1684   0.00076643
1293         2  237324012  237414370      1       1  322      0.83571      0.20166
79083        2  237486410  237555318      1       1  321      0.37041      0.35554
547          2  240713764  240821025      1       1  322     -0.56888      0.71528
23178        2  241106099  241150364      1       1  323       1.7905     0.036686
9855         2  241356249  241494842      1       1  322       2.5544    0.0053186
10752        3     196596     409417      3       2  319      0.14026      0.44423
27255        3    1008135    1403610      4       2  322       1.9944     0.023057
152330       3    2098866    3057961      3       2  320      0.33947      0.36713
51095        3    3126916    3152503      1       1  323       0.7616      0.22315
285362       3    4065934    4467282      2       1  322      0.65404      0.25654
3708         3    4493348    4847840      2       1  323       1.3185     0.093664
2917         3    6861097    7741531      6       3  322      0.43677      0.33114
51066        3    8590122    8745035      1       1  320      -1.5222      0.93602
5021         3    8750408    8854549      1       1  323     0.094037      0.46254
9901         3    8980591    9362929      2       1  316     -0.79782      0.78751
55209        3    9397700    9478154      1       1  316     -0.24347      0.59618
285368       3    9945542    9952394      1       1  319    -0.069892      0.52786
55831        3    9962682   10011116      1       1  322     -0.36858      0.64378
2177         3   10026387   10101932      2       1  322      -1.4819      0.93082
115795       3   10081320   10108339      1       1  323      -0.5516      0.70939
7428         3   10141635   10153670      1       1  322     -0.30002      0.61792
491          3   10324023   10707993      2       1  320      0.99526       0.1598
3269         3   11137093   11263253      1       1  318         1.84     0.032882
9686         3   11556067   11720768      1       1  323        1.103      0.13502
6854         3   12004360   12192032      2       1  323       3.9732   3.5454e-05
80746        3   12484432   12539622      1       1  323      0.58254       0.2801
9922         3   12897043   13282998      4       2  321       1.1779      0.11942
23225        3   13316230   13420319      1       1  318       2.7715    0.0027902
2199         3   13549125   13638422      1       1  319       1.4762     0.069939
80852        3   14489111   14602996      1       1  318      -1.2685      0.89769
152273       3   14818962   14934565      1       1  323       1.1875      0.11752
64145        3   15070069   15099157      1       1  323      0.50868      0.30549
117248       3   16174579   16246333      1       1  320     0.097814      0.46104
285381       3   16257061   16264989      1       1  323      0.77142      0.22023
92106        3   16265160   16386979      1       1  323       1.5659     0.058681
23180        3   16315845   16513715      3       2  322       1.7081     0.043808
23228        3   16884959   17090606      1       1  322     -0.21332      0.58446
