GL000009.2	56140	58376		ENSG00000278704	
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908248.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908249.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908257.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908268.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908278.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908289.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908300.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908310.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908316.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908327.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908336.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908347.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908358.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908368.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908369.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908370.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908371.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908372.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908373.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908374.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908375.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908376.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908377.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908378.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908379.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908380.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908381.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908382.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908383.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908384.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908385.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908386.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908387.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908388.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908389.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908390.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908391.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908392.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908393.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908474.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908494.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908504.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908512.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908513.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908514.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908515.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908516.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908517.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908518.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908519.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908520.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908521.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908522.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908523.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908524.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908525.0
GL000220.1	155997	156149	5_8S_rRNA	ENSG00000273730	124908527.0
GL000225.1	183252	183364	U2	ENSG00000276711	
HG1012_PATCH	5970	8223	BEND3P2	ENSG00000291343	
HG1012_PATCH	11964	24364	PRSS47P	ENSG00000291358	
HG1012_PATCH	21679	25885		ENSG00000291359	
HG1012_PATCH	40085	44887		ENSG00000291344	
HG1012_PATCH	44936	128583	IARS1	ENSG00000291356	3376.0
HG1012_PATCH	127187	127276	MIR3651	ENSG00000291345	100500918.0
HG1012_PATCH	127190	127322	SNORA84	ENSG00000291346	100124534.0
HG1012_PATCH	132087	160365	NOL8	ENSG00000291347	55035.0
HG1012_PATCH	160682	455256	CENPP	ENSG00000291348	401541.0
HG1012_PATCH	174387	176392		ENSG00000291349	
HG1012_PATCH	217997	239425	OGN	ENSG00000291350	4969.0
HG1012_PATCH	247109	259200	OMD	ENSG00000291355	4958.0
HG1012_PATCH	290934	317233	ASPN	ENSG00000292224	54829.0
HG1012_PATCH	328281	371382	ECM2	ENSG00000291357	1842.0
HG1012_PATCH	362711	362785	MIR4670	ENSG00000291351	100616351.0
HG1012_PATCH	373780	373911		ENSG00000291352	
HG1012_PATCH	434821	447095		ENSG00000291353	
HG1046_PATCH	23142	23609	RPL23AP45	ENSG00000291360	
HG1047_PATCH	5301	6330		ENSG00000291361	
HG1047_PATCH	9906	24126	C8orf33	ENSG00000291362	65265.0
HG107_HG2565_PATCH	46620	52489	LINC02688	ENSG00000291364	101927503.0
HG107_HG2565_PATCH	71614	108092	MUC2	ENSG00000293532	4583.0
HG107_HG2565_PATCH	155427	198622	MUC5AC	ENSG00000291363	4586.0
HG109_PATCH	7301	44071	ZSWIM4	ENSG00000288360	65249.0
HG109_PATCH	8415	8774		ENSG00000288519	
HG109_PATCH	26903	27160	RN7SL619P	ENSG00000288240	
HG109_PATCH	35721	54769	MIR23AHG	ENSG00000288498	
HG109_PATCH	48128	48200	MIR24-2	ENSG00000288126	407013.0
HG109_PATCH	48281	48358	MIR27A	ENSG00000288183	407018.0
HG109_PATCH	48428	48500	MIR23A	ENSG00000288462	407010.0
HG109_PATCH	73904	92598	NANOS3	ENSG00000288505	342977.0
HG109_PATCH	86540	86649	MIR181C	ENSG00000288397	406957.0
HG109_PATCH	86716	86852	MIR181D	ENSG00000288329	574457.0
HG109_PATCH	94189	118293	BRME1	ENSG00000288152	79173.0
HG109_PATCH	118042	142720	CC2D1A	ENSG00000288293	54862.0
HG109_PATCH	143028	165233	PODNL1	ENSG00000288195	79883.0
HG109_PATCH	164333	173290	DCAF15	ENSG00000288453	90379.0
HG109_PATCH	173371	218880	RFX1	ENSG00000288283	5989.0
HG109_PATCH	218263	218614		ENSG00000288351	
HG109_PATCH	239989	243392	RLN3	ENSG00000288474	117579.0
HG109_PATCH	242696	243398		ENSG00000288441	
HG109_PATCH	243603	265059	IL27RA	ENSG00000288185	9466.0
HG109_PATCH	265204	273917	PALM3	ENSG00000288318	342979.0
HG109_PATCH	282183	283078	EEF1DP1	ENSG00000288278	
HG109_PATCH	284377	286903	MISP3	ENSG00000288191	113230.0
HG109_PATCH	285202	285320	MIR1199	ENSG00000288366	102466515.0
HG109_PATCH	293465	297716	C19orf67	ENSG00000288239	646457.0
HG109_PATCH	299692	303195	SAMD1	ENSG00000288488	90378.0
HG109_PATCH	303847	330243	PRKACA	ENSG00000288516	5566.0
HG109_PATCH	331265	331696		ENSG00000288496	
HG109_PATCH	331671	348772	ASF1B	ENSG00000288210	55723.0
HG109_PATCH	349305	383426	ADGRL1-AS1	ENSG00000288348	100507373.0
HG109_PATCH	359902	418346	ADGRL1	ENSG00000288324	22859.0
HG109_PATCH	425211	425482	RN7SL231P	ENSG00000288289	
HG109_PATCH	429652	431764		ENSG00000288425	
HG109_PATCH	479966	481536		ENSG00000288433	
HG1206_PATCH	48751	219108	CNTNAP3C	ENSG00000291365	100289279.0
HG1206_PATCH	48751	219108	CNTNAP3C	ENSG00000291365	79937.0
HG1206_PATCH	145651	145911	RN7SL462P	ENSG00000291366	
HG126_PATCH	49076	122044	RYBP	ENSG00000281766	23429.0
HG126_PATCH	179635	225449		ENSG00000280864	
HG126_PATCH	251600	251763	RNU1-62P	ENSG00000281822	
HG126_PATCH	258279	258444	MTCO3P47	ENSG00000280505	
HG126_PATCH	366614	366720	RNA5SP136	ENSG00000280775	
HG1277_PATCH	11715	24443	SYT15B	ENSG00000288175	102724488.0
HG1277_PATCH	51131	53245		ENSG00000288457	
HG1277_PATCH	126346	210159		ENSG00000288244	653145.0
HG1277_PATCH	137021	141806	NPY4R2	ENSG00000288157	100996758.0
HG1277_PATCH	188325	191778		ENSG00000288304	
HG1277_PATCH	213604	218073	FAM25C	ENSG00000288481	644054.0
HG1277_PATCH	228155	249881	AGAP12P	ENSG00000288424	
HG1277_PATCH	228414	249922	AGAP12P	ENSG00000290627	414224.0
HG1277_PATCH	258744	258859	RNA5SP315	ENSG00000288201	
HG1277_PATCH	268564	278298	BMS1P7	ENSG00000288196	
HG1298_PATCH	16444	18780		ENSG00000288522	101928532.0
HG1298_PATCH	98859	124622	HMX1	ENSG00000288204	3166.0
HG1298_PATCH	111498	113610		ENSG00000288247	
HG1309_PATCH	46660	71371		ENSG00000288372	
HG1309_PATCH	52726	56866		ENSG00000288288	
HG1309_PATCH	90874	107722		ENSG00000288129	
HG1309_PATCH	111541	125215	LINC03015	ENSG00000288472	
HG1309_PATCH	125237	131153	LINC03014	ENSG00000288417	100507642.0
HG1309_PATCH	137453	140660		ENSG00000288502	
HG1309_PATCH	150608	151701		ENSG00000288311	105375115.0
HG1309_PATCH	158623	169868		ENSG00000288449	
HG1309_PATCH	168259	235989	FAM20C	ENSG00000288499	56975.0
HG1309_PATCH	203242	205245		ENSG00000288159	
HG1309_PATCH	238026	238462		ENSG00000288431	
HG1311_HG2539_PATCH	5898	5995	Y_RNA	ENSG00000291371	
HG1311_HG2539_PATCH	8917	69331	SHANK3	ENSG00000292254	85358.0
HG1311_HG2539_PATCH	27174	27277	RNU6-409P	ENSG00000291372	
HG1311_HG2539_PATCH	74316	81453	ACR	ENSG00000291368	49.0
HG1311_HG2539_PATCH	76713	79634		ENSG00000291369	
HG1311_HG2539_PATCH	90790	91549		ENSG00000291370	
HG1320_PATCH	17625	27501	GCGR	ENSG00000288269	2642.0
HG1320_PATCH	35854	46795	MCRIP1	ENSG00000288213	348262.0
HG1320_PATCH	46985	48543	PPP1R27	ENSG00000288186	116729.0
HG1342_HG2282_PATCH	4199	4672	LINC01784	ENSG00000282162	
HG1342_HG2282_PATCH	6118	12923	PRAMEF11	ENSG00000281934	440560.0
HG1342_HG2282_PATCH	19638	22870	PRAMEF30P	ENSG00000282116	
HG1342_HG2282_PATCH	28921	30238	HNRNPCL1	ENSG00000282175	343069.0
HG1342_HG2282_PATCH	38599	43422	PRAMEF2	ENSG00000282817	65122.0
HG1342_HG2282_PATCH	60725	67714	PRAMEF4	ENSG00000282584	400735.0
HG1342_HG2282_PATCH	74409	79783	PRAMEF10	ENSG00000282663	343071.0
HG1342_HG2282_PATCH	98123	101995	PRAMEF7	ENSG00000279195	441871.0
HG1342_HG2282_PATCH	104067	104173	RNU6-1072P	ENSG00000282338	
HG1342_HG2282_PATCH	107675	109766	PRAMEF29P	ENSG00000282549	
HG1342_HG2282_PATCH	119985	129093	PRAMEF6	ENSG00000282119	440561.0
HG1342_HG2282_PATCH	157184	159964	PRAMEF22	ENSG00000293551	653606.0
HG1342_HG2282_PATCH	183679	186470	PRAMEF28P	ENSG00000282791	
HG1342_HG2282_PATCH	203816	210831	PRAMEF27	ENSG00000282437	101929983.0
HG1342_HG2282_PATCH	215209	216569	HNRNPCL3	ENSG00000282559	649330.0
HG1342_HG2282_PATCH	223017	232224	PRAMEF25	ENSG00000282566	441873.0
HG1342_HG2282_PATCH	223017	232224	PRAMEF25	ENSG00000282566	645359.0
HG1342_HG2282_PATCH	249519	252311	PRAMEF34P	ENSG00000282258	
HG1342_HG2282_PATCH	258743	260029	PRAMEF35P	ENSG00000282562	
HG1342_HG2282_PATCH	269828	271194	HNRNPCL2	ENSG00000282530	440563.0
HG1342_HG2282_PATCH	283158	285955	PRAMEF36P	ENSG00000282468	
HG1342_HG2282_PATCH	284133	285749		ENSG00000290624	
HG1342_HG2282_PATCH	301321	301800		ENSG00000282341	
HG1342_HG2282_PATCH	303245	310301	PRAMEF26	ENSG00000281987	645359.0
HG1342_HG2282_PATCH	318926	319807	HNRNPCL4	ENSG00000282095	101060301.0
HG1342_HG2282_PATCH	326795	333804	PRAMEF9	ENSG00000282298	343070.0
HG1342_HG2282_PATCH	350528	355749	PRAMEF13	ENSG00000282741	400736.0
HG1342_HG2282_PATCH	377045	380446	PRAMEF18	ENSG00000282212	391003.0
HG1342_HG2282_PATCH	400203	402992	PRAMEF31P	ENSG00000282289	
HG1342_HG2282_PATCH	408552	417654	PRAMEF5	ENSG00000282424	343068.0
HG1342_HG2282_PATCH	427879	429967	PRAMEF32P	ENSG00000282216	
HG1342_HG2282_PATCH	433465	433571	RNU6-771P	ENSG00000282288	
HG1342_HG2282_PATCH	435375	439514	PRAMEF8	ENSG00000282583	391002.0
HG1342_HG2282_PATCH	457879	463247	PRAMEF33	ENSG00000282125	645382.0
HG1343_HG173_HG459_PATCH	1991	16789	ARHGEF19	ENSG00000291381	128272.0
HG1343_HG173_HG459_PATCH	1991	2494	ARHGEF19-AS1	ENSG00000291378	
HG1343_HG173_HG459_PATCH	20044	21562		ENSG00000291405	
HG1343_HG173_HG459_PATCH	20606	32164	ANO7L1	ENSG00000291404	
HG1343_HG173_HG459_PATCH	32811	35472		ENSG00000291376	
HG1343_HG173_HG459_PATCH	35829	41320	CPLANE2	ENSG00000291382	79363.0
HG1343_HG173_HG459_PATCH	45350	45535	MT1XP1	ENSG00000291377	
HG1343_HG173_HG459_PATCH	50977	156623	FBXO42	ENSG00000291375	54455.0
HG1343_HG173_HG459_PATCH	156718	202286	SZRD1	ENSG00000291379	26099.0
HG1343_HG173_HG459_PATCH	173285	173665	RPL22P3	ENSG00000291374	
HG1343_HG173_HG459_PATCH	191257	241687	SPATA21	ENSG00000291401	374955.0
HG1343_HG173_HG459_PATCH	244986	264343	NECAP2	ENSG00000291380	55707.0
HG1343_HG173_HG459_PATCH	265213	272746	LINC01772	ENSG00000291388	107984921.0
HG1343_HG173_HG459_PATCH	278663	295576	CROCCP3	ENSG00000291402	114819.0
HG1343_HG173_HG459_PATCH	318424	318587	RNU1-1	ENSG00000291389	124904613.0
HG1343_HG173_HG459_PATCH	318424	318587	RNU1-1	ENSG00000291389	124905321.0
HG1343_HG173_HG459_PATCH	318424	318587	RNU1-1	ENSG00000291389	124905573.0
HG1343_HG173_HG459_PATCH	318424	318587	RNU1-1	ENSG00000291389	124905809.0
HG1343_HG173_HG459_PATCH	318424	318587	RNU1-1	ENSG00000291389	26871.0
HG1343_HG173_HG459_PATCH	319335	326095		ENSG00000291390	
HG1343_HG173_HG459_PATCH	324997	326103		ENSG00000291391	
HG1343_HG173_HG459_PATCH	338197	339960	LINC01783	ENSG00000291392	100132147.0
HG1343_HG173_HG459_PATCH	338392	338535	RNU1-6P	ENSG00000291393	
HG1343_HG173_HG459_PATCH	352956	356848	PDE4DIPP8	ENSG00000291394	
HG1343_HG173_HG459_PATCH	366657	428849		ENSG00000292226	124905558.0
HG1343_HG173_HG459_PATCH	434287	466213		ENSG00000292229	
HG1343_HG173_HG459_PATCH	483403	483840		ENSG00000291386	
HG1343_HG173_HG459_PATCH	492015	492178	RNU1-2	ENSG00000291385	124904613.0
HG1343_HG173_HG459_PATCH	492015	492178	RNU1-2	ENSG00000291385	124905321.0
HG1343_HG173_HG459_PATCH	492015	492178	RNU1-2	ENSG00000291385	124905573.0
HG1343_HG173_HG459_PATCH	492015	492178	RNU1-2	ENSG00000291385	124905574.0
HG1343_HG173_HG459_PATCH	492015	492178	RNU1-2	ENSG00000291385	124905809.0
HG1343_HG173_HG459_PATCH	492015	492178	RNU1-2	ENSG00000291385	26870.0
HG1343_HG173_HG459_PATCH	498429	500577		ENSG00000291408	105376805.0
HG1343_HG173_HG459_PATCH	498552	499059		ENSG00000291384	
HG1343_HG173_HG459_PATCH	504496	517221		ENSG00000291400	112267871.0
HG1343_HG173_HG459_PATCH	514315	514458	RNU1-5P	ENSG00000291383	
HG1343_HG173_HG459_PATCH	561254	566210		ENSG00000291407	
HG1343_HG173_HG459_PATCH	564764	571773		ENSG00000292235	
HG1343_HG173_HG459_PATCH	567488	567922		ENSG00000292236	
HG1343_HG173_HG459_PATCH	585030	647269		ENSG00000292227	102724250.0
HG1343_HG173_HG459_PATCH	652677	779104		ENSG00000292230	
HG1343_HG173_HG459_PATCH	676471	676813		ENSG00000291395	
HG1343_HG173_HG459_PATCH	679318	683976		ENSG00000292238	124905559.0
HG1343_HG173_HG459_PATCH	767483	772149		ENSG00000292239	
HG1343_HG173_HG459_PATCH	847890	855569		ENSG00000291397	
HG1343_HG173_HG459_PATCH	850592	851026	EIF1AXP1	ENSG00000291398	
HG1343_HG173_HG459_PATCH	869713	869876	RNU1-3	ENSG00000291396	124904613.0
HG1343_HG173_HG459_PATCH	869713	869876	RNU1-3	ENSG00000291396	124905321.0
HG1343_HG173_HG459_PATCH	869713	869876	RNU1-3	ENSG00000291396	124905573.0
HG1343_HG173_HG459_PATCH	869713	869876	RNU1-3	ENSG00000291396	124905809.0
HG1343_HG173_HG459_PATCH	869713	869876	RNU1-3	ENSG00000291396	26869.0
HG1343_HG173_HG459_PATCH	879420	1005754	CROCCP4	ENSG00000291403	
HG1343_HG173_HG459_PATCH	886318	891041		ENSG00000292240	
HG1343_HG173_HG459_PATCH	957786	957949	RNU1-4	ENSG00000291399	124904613.0
HG1343_HG173_HG459_PATCH	957786	957949	RNU1-4	ENSG00000291399	124905321.0
HG1343_HG173_HG459_PATCH	957786	957949	RNU1-4	ENSG00000291399	124905573.0
HG1343_HG173_HG459_PATCH	957786	957949	RNU1-4	ENSG00000291399	124905809.0
HG1343_HG173_HG459_PATCH	957786	957949	RNU1-4	ENSG00000291399	26863.0
HG1343_HG173_HG459_PATCH	957786	957949	RNU1-4	ENSG00000291399	6060.0
HG1343_HG173_HG459_PATCH	974464	979128		ENSG00000292241	124900583.0
HG1343_HG173_HG459_PATCH	1011165	1078120		ENSG00000292228	124905564.0
HG1343_HG173_HG459_PATCH	1161819	1166487		ENSG00000292242	
HG1343_HG173_HG459_PATCH	1178785	1193160		ENSG00000292231	
HG1343_HG173_HG459_PATCH	1198562	1260797	NBPF1	ENSG00000292225	55672.0
HG1343_HG173_HG459_PATCH	1481961	1534651	PADI2	ENSG00000291387	11240.0
HG1362_PATCH	18842	180082	BCL2L14	ENSG00000281449	79370.0
HG1362_PATCH	80161	80487	PTMAP9	ENSG00000281442	
HG1362_PATCH	80950	81034	MIR1244-4	ENSG00000283344	103504734.0
HG1362_PATCH	85023	236042	LRP6	ENSG00000281324	4040.0
HG1362_PATCH	124260	124770	RPL21P100	ENSG00000280475	
HG1362_PATCH	195672	195775	RNU6-545P	ENSG00000206783	
HG1362_PATCH	217989	218425		ENSG00000281874	
HG1362_PATCH	258225	258327	RNU6-318P	ENSG00000207477	
HG1362_PATCH	295054	319240	MANSC1	ENSG00000281818	54682.0
HG1362_PATCH	307774	308252	RPL23AP66	ENSG00000281051	
HG1362_PATCH	324404	326065	LOH12CR2	ENSG00000281234	503693.0
HG1362_PATCH	326076	440236	BORCS5	ENSG00000280689	118426.0
HG1362_PATCH	421106	421484		ENSG00000281168	
HG1362_PATCH	442285	531866	DUSP16	ENSG00000280962	80824.0
HG1362_PATCH	454356	460584		ENSG00000281671	
HG1362_PATCH	537204	537779		ENSG00000281525	
HG1369_PATCH	16910	28852		ENSG00000291410	
HG1369_PATCH	29782	40102	LINC03048	ENSG00000291425	
HG1369_PATCH	42053	42404		ENSG00000291411	
HG1369_PATCH	42764	44957		ENSG00000291412	
HG1369_PATCH	46943	48002		ENSG00000291424	
HG1369_PATCH	50095	122536	BAHCC1	ENSG00000291421	57597.0
HG1369_PATCH	50247	51782		ENSG00000291413	
HG1369_PATCH	55354	55416	MIR4740	ENSG00000291414	100616294.0
HG1369_PATCH	107309	107393	MIR3186	ENSG00000291415	100422944.0
HG1369_PATCH	117218	118142		ENSG00000291416	
HG1369_PATCH	136728	137775	LINC01971	ENSG00000291417	
HG1369_PATCH	137857	138948		ENSG00000291422	
HG1369_PATCH	165618	180052	ACTG1	ENSG00000291420	71.0
HG1369_PATCH	170252	183981		ENSG00000291418	
HG1369_PATCH	171267	172617		ENSG00000291423	
HG1384_PATCH	45607	45750		ENSG00000288406	
HG1395_PATCH	32845	52502		ENSG00000288260	
HG1395_PATCH	38436	38546	RNU5B-4P	ENSG00000288430	
HG1395_PATCH	39089	52538	ECSCR	ENSG00000288297	641700.0
HG1395_PATCH	60573	64567	SMIM33	ENSG00000288274	111064649.0
HG1395_PATCH	65328	72730	STING1	ENSG00000288243	340061.0
HG1395_PATCH	82333	82900		ENSG00000288388	
HG1395_PATCH	84051	85911	NCOA4P4	ENSG00000288138	
HG1398_PATCH	8669	20226	C1R	ENSG00000288512	715.0
HG1398_PATCH	17273	36924	C1RL	ENSG00000288124	51279.0
HG1398_PATCH	35738	50187	C1RL-AS1	ENSG00000288352	283314.0
HG1398_PATCH	43422	56575	RBP5	ENSG00000288369	83758.0
HG1398_PATCH	46471	46577	RNU6-485P	ENSG00000284403	
HG1398_PATCH	56765	58884		ENSG00000288383	
HG1398_PATCH	57384	86631	CLSTN3	ENSG00000288427	9746.0
HG1398_PATCH	74168	75503		ENSG00000288281	
HG1398_PATCH	94360	116755		ENSG00000288116	
HG1398_PATCH	116371	146260	PEX5	ENSG00000288217	5830.0
HG1398_PATCH	165118	168672		ENSG00000288463	
HG142_HG150_NOVEL_TEST	15874	16374	NAA50P1	ENSG00000281819	
HG142_HG150_NOVEL_TEST	21622	22569	OR8J2	ENSG00000263150	81169.0
HG142_HG150_NOVEL_TEST	42855	43934	OR5T2	ENSG00000262851	219464.0
HG142_HG150_NOVEL_TEST	62949	63971	OR5T3	ENSG00000261897	390154.0
HG142_HG150_NOVEL_TEST	86388	87368	OR5T1	ENSG00000262784	390155.0
HG142_HG150_NOVEL_TEST	100802	101839	OR8H1	ENSG00000262611	219469.0
HG142_HG150_NOVEL_TEST	107290	108220	OR8I1P	ENSG00000280712	
HG142_HG150_NOVEL_TEST	129056	129994	OR8K3	ENSG00000262755	219473.0
HG142_HG150_NOVEL_TEST	142096	143237	FAM8A2P	ENSG00000281773	
HG142_HG150_NOVEL_TEST	145891	146817	OR8K2P	ENSG00000280617	
HG142_HG150_NOVEL_TEST	156788	157747	OR8K1	ENSG00000263328	390157.0
HG142_HG150_NOVEL_TEST	168077	168970	RPL5P29	ENSG00000281820	
HG142_HG150_NOVEL_TEST	170964	172037	OR8J1	ENSG00000262796	219477.0
HG142_HG150_NOVEL_TEST	186374	187333	OR8U8	ENSG00000262315	504189.0
HG142_HG150_NOVEL_TEST	193979	194908	OR8U9	ENSG00000281038	504190.0
HG142_HG150_NOVEL_TEST	199990	200944	OR8L1P	ENSG00000280577	
HG1445_PATCH	97753	109757		ENSG00000288135	
HG1445_PATCH	109421	145794		ENSG00000288322	
HG1445_PATCH	146238	163482		ENSG00000288356	
HG1445_PATCH	147642	147752	Y_RNA	ENSG00000288117	
HG1485_PATCH	7682	21171		ENSG00000288319	
HG1485_PATCH	16980	17085	U6	ENSG00000288521	124905169.0
HG1485_PATCH	359700	362893	ABCD1P4	ENSG00000288394	
HG1485_PATCH	377336	377423		ENSG00000288228	
HG1485_PATCH	395949	398037	PABPC1P9	ENSG00000288342	
HG1485_PATCH	400953	448876	SLC9B1P4	ENSG00000288315	
HG1485_PATCH	458991	460328	ACTR3BP6	ENSG00000288272	440888.0
HG151_NOVEL_TEST	7154	8071	OR9G1	ENSG00000261958	390174.0
HG151_NOVEL_TEST	18234	19151	OR9G9	ENSG00000262191	504191.0
HG151_NOVEL_TEST	54158	54304		ENSG00000281683	
HG151_NOVEL_TEST	58021	58938	OR9G3P	ENSG00000262268	
HG151_NOVEL_TEST	60669	61653	OR9G4	ENSG00000262647	283189.0
HG151_NOVEL_TEST	68865	69744	OR9G2P	ENSG00000281777	
HG151_NOVEL_TEST	93103	94048	OR5G1P	ENSG00000281313	
HG151_NOVEL_TEST	108048	108807	OR5G4P	ENSG00000281279	
HG151_NOVEL_TEST	119698	120636	OR5G5P	ENSG00000262535	
HG151_NOVEL_TEST	119918	138264		ENSG00000290500	
HG151_NOVEL_TEST	137423	138358	OR5G3	ENSG00000281107	
HG151_NOVEL_TEST	166410	189093	LINC02735	ENSG00000281839	101927120.0
HG1524_PATCH	18042	39335	GRK1	ENSG00000288263	6011.0
HG1524_PATCH	50110	52688	LINC00552	ENSG00000288305	100130386.0
HG152_PATCH	8637	43920	TOLLIP	ENSG00000291426	54472.0
HG152_PATCH	44035	44973	TOLLIP-DT	ENSG00000291427	255512.0
HG152_PATCH	67516	71334		ENSG00000291429	124902606.0
HG152_PATCH	84625	98552	LINC02689	ENSG00000291430	
HG152_PATCH	124165	196955	BRSK2	ENSG00000291428	9024.0
HG152_PATCH	198848	201898		ENSG00000291441	
HG152_PATCH	203723	274455	MOB2	ENSG00000291442	81532.0
HG152_PATCH	294027	312247	DUSP8	ENSG00000291431	1850.0
HG152_PATCH	311329	339160	KRTAP5-AS1	ENSG00000291432	338651.0
HG152_PATCH	324318	325259	KRTAP5-1	ENSG00000291433	387264.0
HG152_PATCH	337153	338270	KRTAP5-2	ENSG00000291434	440021.0
HG152_PATCH	347541	348439	KRTAP5-3	ENSG00000291435	387266.0
HG152_PATCH	360934	362114	KRTAP5-4	ENSG00000291440	387267.0
HG152_PATCH	369751	370906	KRTAP5-5	ENSG00000291443	439915.0
